Assault,Robbery,Rape,Murder,Theft,Vehicle Theft,Burglary,Arson,Kidnapping,Drug Crimes,Vandalism,Identity Theft,Animal Cruelty,Total Violent Crime,Total Violent Crime Grade,Total Property Crime,Total Property Crime Grade,Total “Other” Rate,Total “Other” Rate Grade,Total Crime,Total Crime Grade,Zipcode,City
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12202,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12203,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12204,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12205,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12206,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12207,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12208,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12209,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12210,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12211,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12212,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12214,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12220,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12222,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12223,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12224,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12225,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12226,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12227,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12228,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12229,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12230,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12231,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12232,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12233,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12234,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12235,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12236,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12237,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12238,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12239,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12240,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12241,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12242,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12243,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12244,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12245,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12246,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12247,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12248,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12249,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12250,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12255,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12257,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12260,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12261,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12288,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12252,albany-ny
6.356,0.2474,0.2825,0.0184,32.42,0.0949,0.7723,0.0752,0.1704,3.842,5.314,1.176,0.0719,6.904,D,33.36,D,10.57,C,50.833999999999996,D-,12256,albany-ny
0.8551,0.3765,0.4521,0.0158,5.817,1.292,4.077,0.0579,0.0166,1.81,3.886,1.018,0.0061,1.7,B,11.24,B,6.737,B,19.677,B+,45710,albany-oh
1.459,1.346,0.5461,0.0601,6.007,0.3244,5.753,0.0762,0.0352,11.82,3.639,1.089,0.0233,3.411,C,12.16,B,16.6,D,32.171,C-,74721,albany-ok
0.5408,0.5757,0.4715,0.015,11.57,1.681,3.9,0.0606,0.0354,0.6277,6.334,2.076,0.0267,1.603,B,17.22,C,9.1,C,27.923000000000002,C+,97321,albany-or
0.5408,0.5757,0.4715,0.015,11.57,1.681,3.9,0.0606,0.0354,0.6277,6.334,2.076,0.0267,1.603,B,17.22,C,9.1,C,27.923000000000002,C+,97322,albany-or
3.003,0.2229,0.5512,0.0412,8.06,0.4083,7.748,0.0539,0.0776,7.78,5.521,0.6104,0.4771,3.818,D,16.27,C,14.47,D,34.558,C-,76430,albany-tx
3.003,0.0621,0.4629,0.005,6.218,0.532,5.226,0.0333,0.0192,0.2086,15.3,0.8198,0.0346,3.533,C,12.01,B,16.38,D,31.923,C-,05820,albany-vt
0.8303,0.0886,0.365,0.0152,5.043,1.297,2.46,0.0023,0.0197,11.05,7.21,0.9362,0.0145,1.299,A,8.802,B,19.23,D,29.331,C,53502,albany-wi
1.188,0.2297,0.3352,0.0452,7.868,0.9969,2.058,0.0184,0.0264,0.5964,3.11,1.517,0.0069,1.798,B,10.94,B,5.257,A,17.994999999999997,B+,16910,alba-pa
1.076,0.8053,0.5419,0.0317,5.015,0.3492,3.628,0.1185,0.0213,0.4383,2.625,0.6695,0.0206,2.455,C,9.111,B,3.774,A,15.34,A-,75410,alba-tx
3.051,0.6067,0.2546,0.0499,14.77,1.614,7.385,0.0409,0.0703,2.12,10.24,0.7688,0.0255,3.963,D,23.81,D,13.23,D,41.003,D+,28001,albemarle-nc
3.051,0.6067,0.2546,0.0499,14.77,1.614,7.385,0.0409,0.0703,2.12,10.24,0.7688,0.0255,3.963,D,23.81,D,13.23,D,41.003,D+,28002,albemarle-nc
1.029,0.0492,0.4136,0.0371,3.368,0.1413,2.1,0.1147,0.0548,0.3432,2.305,0.746,0.0101,1.529,A,5.725,A,3.459,A,10.713,A+,62215,albers-il
9.484,0.3056,0.4631,0.1178,21.77,0.6835,12.67,0.1091,0.5006,0.8924,32.07,1.092,0.2077,10.37,F,35.23,D,34.77,F,80.37,F,36720,alberta-al
0.4115,0.5242,0.4168,0.0165,3.185,0.7635,4.367,0.0189,0.0316,2.083,8.34,1.069,0.0181,1.369,A,8.334,B,11.54,C,21.243,B,56207,alberta-mn
14.51,0.6295,0.3677,0.1634,7.45,1.681,3.814,0.1245,0.0635,2.585,4.622,0.6131,0.2532,15.68,F,13.07,C,8.137,C,36.887,D+,23821,alberta-va
1.139,0.2061,0.3226,0.0577,5.432,1.335,5.575,0.0465,0.106,0.53,7.6,1.195,0.0672,1.726,B,12.39,C,9.498,C,23.613999999999997,B-,50510,albert-city-ia
2.165,0.3797,0.5658,0.0496,8.605,1.048,7.957,0.0849,0.1781,2.55,7.239,0.8198,0.0316,3.16,C,17.69,C,10.82,C,31.67,C-,67511,albert-ks
0.9434,0.3926,0.4406,0.0162,10.73,0.9829,4.944,0.0332,0.0723,1.743,8.089,1.155,0.0208,1.793,B,16.69,C,11.08,C,29.563000000000002,C,56007,albert-lea-mn
2.937,0.2757,0.5643,0.141,13.76,2.879,7.524,0.1447,0.0344,7.173,2.63,0.8029,0.034,3.918,D,24.3,D,10.67,C,38.888,D+,73001,albert-ok
1.104,0.0381,0.496,0.0133,7.142,0.5064,4.394,0.127,0.0814,1.049,4.051,1.363,0.0318,1.652,B,12.17,B,6.576,B,20.398,B,59820,alberton-mt
3.563,1.641,0.2719,0.0458,7.211,1.027,9.121,0.0655,0.2981,3.419,6.489,0.7575,0.0302,5.521,D,17.42,C,10.99,C,33.931000000000004,C-,28508,albertson-nc
0.1358,0.0472,0.2528,0.0114,6.34,0.2562,0.417,0.0106,0.1673,2.785,0.3888,1.047,0.0567,0.4472,A,7.023,A,4.445,A,11.915199999999999,A,11507,albertson-ny
2.694,0.9164,0.4022,0.052,28.17,0.4577,7.907,0.108,0.1289,1.944,12.36,0.748,0.0042,4.064,D,36.64,D,15.19,D,55.894,D-,35950,albertville-al
2.694,0.9164,0.4022,0.052,28.17,0.4577,7.907,0.108,0.1289,1.944,12.36,0.748,0.0042,4.064,D,36.64,D,15.19,D,55.894,D-,35951,albertville-al
0.3237,0.4711,0.3991,0.0153,16.44,0.6989,1.421,0.0583,0.0144,0.7942,2.516,1.122,0.0103,1.209,A,18.62,C,4.457,A,24.286,B-,55301,albertville-mn
1.464,0.5802,0.3069,0.0122,7.658,1.103,4.814,0.0227,0.0507,1.906,4.247,1.355,0.4661,2.364,B,13.6,C,8.025,C,23.988999999999997,B-,52531,albia-ia
1.317,0.0291,0.4117,0.0052,7.357,1.694,3.579,0.5235,0.2005,10.58,3.988,0.9208,0.0003,1.763,B,13.15,C,15.69,D,30.603,C,82050,albin-wy
2.265,0.0553,0.3867,0.0268,2.496,1.961,7.439,0.7023,0.2537,11.51,1.408,1.415,0.2981,2.733,C,12.6,C,14.89,D,30.223,C,95410,albion-ca
1.683,0.1623,0.2966,0.0141,6.565,0.9217,3.519,0.0181,0.0829,0.6634,3.629,1.105,0.009,2.156,B,11.02,B,5.489,A,18.665,B+,50005,albion-ia
1.301,0.0098,0.4507,0.0112,2.081,1.02,4.959,0.0608,0.0447,1.673,12.68,1.374,0.0235,1.772,B,8.121,A,15.8,D,25.693,C+,83311,albion-id
3.073,0.1522,0.4487,0.0376,15.06,0.3669,6.185,0.0995,0.4592,2.064,9.037,0.7681,0.0519,3.712,D,21.71,D,12.38,D,37.802,D+,62806,albion-il
5.466,1.146,0.3458,0.0453,1.956,1.148,3.704,0.0453,0.035,1.0,4.206,1.016,0.0393,7.002,D,6.854,A,6.297,B,20.153,B,46701,albion-in
0.0615,0.225,0.4284,0.0142,5.673,0.4576,2.823,0.0205,0.1406,0.8144,4.386,1.097,0.0121,0.7291,A,8.975,B,6.45,B,16.1541,A-,04910,albion-me
5.316,0.7376,0.7822,0.0287,13.36,2.048,5.051,0.1902,0.1168,6.929,5.103,1.271,0.0631,6.864,D,20.65,D,13.48,D,40.994,D+,49224,albion-mi
0.509,0.5656,0.642,0.02,13.72,1.57,4.232,0.0307,0.0217,1.535,8.508,1.288,0.0327,1.737,B,19.56,D,11.39,C,32.687,C-,68620,albion-ne
0.7029,0.1282,0.293,0.012,0.9131,0.0774,1.062,0.0051,0.1065,3.847,4.381,1.122,0.0157,1.136,A,2.058,A,9.472,C,12.666,A,14411,albion-ny
1.378,0.5712,0.6108,0.0718,99.56,0.4147,9.686,0.1153,0.074,14.74,7.857,1.064,0.1999,2.631,C,109.8,F,23.94,D,136.371,F,74521,albion-ok
1.414,0.2099,0.3384,0.7881,10.01,0.6843,2.156,0.0153,0.2034,2.163,8.048,1.516,0.0285,2.751,C,12.86,C,11.96,C,27.570999999999998,C+,16401,albion-pa
1.414,0.2099,0.3384,0.7881,10.01,0.6843,2.156,0.0153,0.2034,2.163,8.048,1.516,0.0285,2.751,C,12.86,C,11.96,C,27.570999999999998,C+,16475,albion-pa
2.604,0.4702,0.4474,0.0257,11.77,0.7631,7.789,0.0429,0.0522,0.7209,2.549,0.9333,0.0292,3.547,C,20.37,D,4.285,A,28.202,C,99102,albion-wa
1.043,0.3197,0.4168,0.0174,4.129,0.942,4.377,0.0348,0.093,0.0683,4.842,1.121,0.1117,1.797,B,9.484,B,6.236,B,17.517,B+,55702,alborn-mn
1.235,0.5455,0.3264,0.0656,4.49,0.9255,1.764,0.0168,0.0681,0.8911,3.211,1.525,0.0262,2.173,B,7.197,A,5.721,B,15.091000000000001,A-,18210,albrightsville-pa
3.741,0.4645,0.3594,0.042,14.31,0.2315,3.92,0.2191,0.0349,0.5837,8.369,0.8903,0.0233,4.607,D,18.68,C,9.901,C,33.188,C-,26519,albright-wv
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87101,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87102,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87103,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87104,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87105,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87106,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87107,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87108,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87109,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87110,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87111,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87112,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87113,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87114,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87115,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87116,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87119,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87120,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87121,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87122,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87123,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87125,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87131,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87151,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87153,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87154,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87158,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87176,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87181,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87184,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87185,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87187,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87190,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87191,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87192,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87193,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87194,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87195,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87196,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87197,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87198,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87199,albuquerque-nm
8.285,1.314,0.6353,0.0394,19.86,5.582,8.886,0.6059,2.594,12.54,10.6,0.8818,0.0222,10.27,F,34.94,D,26.63,F,71.83999999999999,D-,87165,albuquerque-nm
0.7657,0.0085,0.2869,0.0123,4.903,0.9176,3.235,0.0352,0.0044,0.3034,2.575,1.357,0.0023,1.073,A,9.092,B,4.242,A,14.407,A,52202,alburnett-ia
0.5349,0.3653,0.3112,0.0467,2.733,0.3873,1.121,0.0098,0.0206,0.289,2.294,1.622,0.0234,1.258,A,4.252,A,4.25,A,9.76,A+,18011,alburtis-pa
4.811,0.6176,0.6662,0.0609,5.45,7.583,9.767,0.5883,0.0784,7.946,12.3,0.8992,0.0298,6.156,D,23.39,D,21.26,D,50.806,D-,87511,alcalde-nm
1.943,0.0448,0.5764,0.0045,2.443,0.2793,3.125,0.0233,0.059,1.168,6.36,0.8453,0.043,2.568,C,5.871,A,8.475,C,16.914,A-,57001,alcester-sd
3.101,0.2986,0.4222,0.021,33.23,1.303,4.316,0.1454,0.0465,5.785,6.401,0.6548,0.0283,3.843,D,39.0,D,12.92,D,55.763000000000005,D-,37701,alcoa-tn
4.729,0.9787,0.5014,0.0709,87.43,2.337,8.764,0.0368,0.275,0.8575,5.789,0.6189,0.0374,6.28,D,98.57,F,7.577,B,112.42699999999999,F,29001,alcolu-sc
1.402,1.315,0.4039,0.3552,9.368,1.461,3.925,0.5259,0.5527,13.18,13.83,0.9866,0.1682,3.476,C,15.28,C,28.73,F,47.486000000000004,D,82620,alcova-wy
0.2543,0.1129,0.2543,0.0113,0.5757,0.0555,0.5316,0.0078,0.1908,0.3041,5.63,1.119,0.0285,0.6328,A,1.171,A,7.272,B,9.075800000000001,A+,12007,alcove-ny
