Assault,Robbery,Rape,Murder,Theft,Vehicle Theft,Burglary,Arson,Kidnapping,Drug Crimes,Vandalism,Identity Theft,Animal Cruelty,Total Violent Crime,Total Violent Crime Grade,Total Property Crime,Total Property Crime Grade,Total “Other” Rate,Total “Other” Rate Grade,Total Crime,Total Crime Grade,Zipcode,City
0.9609,0.1055,0.4313,0.0435,2.712,0.2416,3.894,0.0981,0.0252,0.1427,1.641,0.9456,0.0448,1.541,A,6.945,A,2.8,A,11.286000000000001,A+,61233,andover-il
1.144,0.1988,0.4905,0.0326,7.078,1.012,2.036,0.0482,0.148,0.605,2.701,0.7629,0.0033,1.866,B,10.17,B,4.22,A,16.256,A-,67002,andover-ks
0.8375,0.4241,0.3139,0.0155,2.43,3.165,1.329,0.0234,0.1224,1.821,3.123,1.176,0.0162,1.591,B,6.948,A,6.259,B,14.798,A,01810,andover-ma
0.8375,0.4241,0.3139,0.0155,2.43,3.165,1.329,0.0234,0.1224,1.821,3.123,1.176,0.0162,1.591,B,6.948,A,6.259,B,14.798,A,01812,andover-ma
0.8375,0.4241,0.3139,0.0155,2.43,3.165,1.329,0.0234,0.1224,1.821,3.123,1.176,0.0162,1.591,B,6.948,A,6.259,B,14.798,A,01899,andover-ma
0.8375,0.4241,0.3139,0.0155,2.43,3.165,1.329,0.0234,0.1224,1.821,3.123,1.176,0.0162,1.591,B,6.948,A,6.259,B,14.798,A,05501,andover-ma
0.8375,0.4241,0.3139,0.0155,2.43,3.165,1.329,0.0234,0.1224,1.821,3.123,1.176,0.0162,1.591,B,6.948,A,6.259,B,14.798,A,05544,andover-ma
0.051,0.1694,0.3221,0.0152,7.918,0.7341,3.626,0.0308,0.1438,0.4478,2.306,1.296,0.0298,0.5577,A,12.31,C,4.223,A,17.090700000000002,A-,04216,andover-me
0.2022,0.2687,0.3944,0.0153,3.992,0.7206,1.478,0.0152,0.1312,0.4392,2.778,1.114,0.0112,0.8806,A,6.206,A,4.474,A,11.5606,A+,55304,andover-mn
0.8213,0.7742,0.3783,0.0022,6.119,0.6143,2.03,0.0544,0.1408,0.1483,1.722,1.112,0.0371,1.976,B,8.818,B,3.16,A,13.954,A,03216,andover-nh
0.1542,0.2055,0.1397,0.0189,1.701,0.1684,1.436,0.0332,0.0495,1.836,1.103,1.103,0.0159,0.5182,A,3.339,A,4.108,A,7.965199999999999,A+,07821,andover-nj
0.4584,0.1935,0.2776,0.0112,7.175,0.0673,0.9585,0.0059,0.0314,6.931,3.264,1.204,0.0529,0.9407,A,8.207,B,11.48,C,20.6277,B,14806,andover-ny
1.194,0.2382,0.4447,0.0143,5.51,1.121,4.523,0.0261,0.0472,0.8869,2.464,1.23,0.0129,1.891,B,11.18,B,4.641,A,17.712,B+,44003,andover-oh
1.821,0.041,0.6468,0.0044,2.858,0.2603,3.982,0.0571,0.0282,15.9,1.018,1.061,0.0215,2.513,C,7.158,A,18.03,D,27.701,C+,57422,andover-sd
0.6052,0.0326,0.3127,0.0582,2.733,0.9545,1.804,0.011,0.0224,0.6798,1.707,1.704,0.0008,1.009,A,5.502,A,4.114,A,10.625,A+,18211,andreas-pa
0.9612,0.0144,0.298,0.0122,3.039,0.9383,2.631,0.0123,0.0194,0.3336,3.056,1.093,0.0116,1.286,A,6.621,A,4.514,A,12.421,A,52030,andrew-ia
2.816,0.3422,0.3383,0.0496,2.063,1.053,3.668,0.0596,0.057,0.8975,4.714,1.322,0.0267,3.546,C,6.843,A,7.017,B,17.406,A-,46702,andrews-in
2.759,0.2343,0.263,0.0529,14.54,11.35,11.56,0.0506,0.0565,1.275,6.351,0.8089,0.0568,3.309,C,37.51,D,8.548,C,49.367,D,28901,andrews-nc
2.942,0.4842,0.4954,0.0687,14.0,2.166,7.101,0.051,0.0785,1.488,3.286,0.6906,0.0337,3.991,D,23.31,D,5.576,B,32.876999999999995,C-,29510,andrews-sc
1.48,0.1945,0.4959,0.04,5.783,4.146,5.448,0.1706,0.082,5.838,4.623,0.629,0.0267,2.211,B,15.55,C,11.2,C,28.961,C,79714,andrews-tx
0.7692,0.4328,0.6344,0.0184,5.773,0.6776,6.46,0.2075,0.1416,1.264,2.558,1.338,0.0452,1.855,B,13.12,C,5.347,A,20.322,B,58212,aneta-nd
3.007,11.14,0.6448,0.0593,32.21,2.984,9.044,0.1838,0.2289,5.304,20.45,0.9863,0.0591,14.85,F,44.42,D,27.03,F,86.30000000000001,F,84510,aneth-ut
3.319,2.641,0.4903,0.9889,54.31,1.139,4.691,0.1275,2.064,6.864,3.557,1.284,0.1475,7.439,F,60.27,F,13.92,D,81.629,F,59312,angela-mt
0.5661,0.5142,0.0672,0.1955,1.848,1.111,2.004,0.7733,1.852,5.791,24.29,0.6829,0.0884,1.343,A,5.737,A,32.7,F,39.78,D+,00611,angeles-pr
4.815,0.4897,0.6097,0.0469,57.25,0.2678,11.18,0.5805,0.0385,2.808,12.3,1.098,0.0638,5.961,D,69.28,F,16.31,D,91.551,F,87710,angel-fire-nm
0.3276,0.0797,0.2791,0.0115,0.984,0.068,0.954,0.0056,0.0425,2.647,8.893,1.106,0.0302,0.6979,A,2.012,A,12.72,D,15.4299,A-,14709,angelica-ny
1.143,0.7024,0.3868,0.0339,2.683,2.047,3.466,0.5538,0.2849,3.633,10.9,0.8238,0.0291,2.266,B,8.75,B,15.67,D,26.686,C+,95222,angels-camp-ca
3.408,6.026,0.4028,0.0361,6.429,3.206,4.125,0.2693,0.2717,10.49,20.61,1.096,0.079,9.873,F,14.03,C,32.55,F,56.452999999999996,D-,92305,angelus-oaks-ca
2.688,1.188,0.4708,0.1149,39.41,1.484,8.225,0.0948,0.0836,2.784,5.484,0.7988,0.0128,4.461,D,49.21,F,9.163,C,62.834,D-,70426,angie-la
1.554,0.1282,0.2447,0.0459,8.12,0.6604,5.53,0.0655,0.0319,0.8678,3.748,0.7577,0.0139,1.972,B,14.38,C,5.419,A,21.771,B,27501,angier-nc
0.5095,1.74,0.4559,0.2425,22.85,1.236,7.302,0.0667,0.0393,0.1106,0.922,1.362,0.088,2.948,C,31.46,D,2.522,A,36.93,D+,56711,angle-inlet-mn
2.282,2.741,0.7453,0.0378,9.914,0.4666,8.52,0.1349,0.0517,3.748,28.54,0.6409,0.0211,5.806,D,19.04,D,33.01,F,57.855999999999995,D-,77515,angleton-tx
2.282,2.741,0.7453,0.0378,9.914,0.4666,8.52,0.1349,0.0517,3.748,28.54,0.6409,0.0211,5.806,D,19.04,D,33.01,F,57.855999999999995,D-,77516,angleton-tx
2.817,1.412,0.3522,0.0477,2.222,1.787,3.944,0.0291,0.063,1.656,5.454,1.124,0.0882,4.629,D,7.981,A,8.385,C,20.994999999999997,B,46703,angola-in
5.279,2.404,0.4581,0.1254,46.58,3.274,11.72,0.1113,0.3605,13.16,13.88,1.322,0.0349,8.267,F,61.69,F,28.76,F,98.717,F,70712,angola-la
0.3232,0.1464,0.2699,0.0115,0.6213,0.0614,0.5568,0.0032,0.0123,1.285,2.927,1.084,0.0096,0.751,A,1.243,A,5.318,A,7.311999999999999,A+,14006,angola-ny
1.781,0.3812,1.616,0.6146,6.014,4.729,16.15,0.8916,2.091,67.05,66.4,1.464,0.1025,4.393,D,27.79,D,137.1,F,169.283,F,99820,angoon-ak
0.5452,1.084,0.4226,0.0182,15.61,1.291,6.031,0.0528,0.0137,1.73,1.837,1.226,0.0614,2.07,B,22.99,D,4.868,A,29.927999999999997,C,55703,angora-mn
0.385,0.0804,0.6221,0.0374,10.43,1.71,5.555,0.0374,0.1748,5.651,11.94,1.17,0.0427,1.125,A,17.73,C,18.98,D,37.835,D+,69331,angora-ne
3.788,0.5826,0.1841,0.0398,4.39,0.5962,11.33,0.2937,0.0819,2.79,7.098,0.902,0.0509,4.595,D,16.61,C,10.92,C,32.125,C-,38721,anguilla-ms
3.269,2.843,0.3981,0.0278,10.7,2.104,3.748,3.702,0.5132,11.43,4.295,0.9278,0.0205,6.538,D,20.25,D,17.19,D,43.978,D,94508,angwin-ca
0.4618,4.296,1.567,0.5343,29.82,2.664,8.894,0.8801,0.9287,7.377,25.24,1.429,0.1528,6.859,D,42.25,D,35.13,F,84.239,F,99557,aniak-ak
5.228,0.0969,0.6285,3.454,62.46,3.315,13.05,0.5139,4.149,20.41,29.07,1.129,0.9494,9.408,F,79.34,F,55.71,F,144.458,F,88020,animas-nm
2.014,0.6359,0.3105,0.0128,48.58,1.05,5.249,0.0234,0.0712,1.437,7.067,1.166,0.0271,2.973,C,54.9,F,9.768,C,67.64099999999999,D-,50020,anita-ia
1.798,0.0068,0.3268,0.0651,2.521,0.6713,2.602,0.0138,0.0268,0.7601,6.332,1.485,0.0053,2.196,B,5.808,A,8.609,C,16.613,A-,15711,anita-pa
1.405,0.0876,0.3692,0.0169,5.551,1.497,3.326,0.4359,0.0759,10.87,6.581,0.9262,0.0519,1.879,B,10.81,B,18.51,D,31.199,C,54408,aniwa-wi
0.6137,0.2935,0.2863,0.0122,7.085,0.9928,1.475,0.0241,0.0255,0.3342,2.214,1.094,0.0044,1.206,A,9.576,B,3.672,A,14.454,A,50021,ankeny-ia
0.6137,0.2935,0.2863,0.0122,7.085,0.9928,1.475,0.0241,0.0255,0.3342,2.214,1.094,0.0044,1.206,A,9.576,B,3.672,A,14.454,A,50023,ankeny-ia
1.27,0.979,0.3362,0.0323,4.8,0.1983,1.844,0.0369,0.026,0.1094,5.776,0.8307,0.0172,2.618,C,6.879,A,6.759,B,16.256,A-,26323,anmoore-wv
0.7619,0.0215,0.523,0.0105,2.591,2.182,3.082,0.0708,0.0475,0.1744,4.039,0.6065,0.0306,1.317,A,7.925,A,4.898,A,14.139999999999999,A,84711,annabella-ut
4.74,0.4128,0.4696,0.1284,6.842,2.129,5.274,0.03,0.0311,0.0696,8.824,1.204,0.0526,5.751,D,14.28,C,10.18,C,30.211,C,63330,annada-mo
2.755,0.2177,0.4668,0.038,31.8,0.3283,4.928,0.1877,1.052,1.791,5.199,0.7894,0.052,3.477,C,37.24,D,8.883,C,49.599999999999994,D,62906,anna-il
2.266,1.628,0.3709,0.1361,27.72,2.786,3.222,0.4171,0.0881,8.245,5.129,0.8308,0.0292,4.401,D,34.15,D,14.32,D,52.871,D-,34216,anna-maria-fl
